county,state,ev_market_penetration
Milwaukee,WI,0.03
Brown,WI,0.03
Kenosha,WI,0.03
La Crosse,WI,0.03
Polk,WI,0.03
Vernon,WI,0.03
Winnebago,WI,0.03
Jefferson,WI,0.03
Racine,WI,0.03
Sauk,WI,0.03
Portage,WI,0.03
Dunn,WI,0.03
Green,WI,0.03
Calumet,WI,0.03
Pierce,WI,0.03
Outagamie,WI,0.02
Washington,WI,0.02
Marathon,WI,0.02
Sheboygan,WI,0.02
Waupaca,WI,0.02
Columbia,WI,0.02
Dodge,WI,0.02
Juneau,WI,0.02
Rock,WI,0.02
Fond du Lac,WI,0.02
Sawyer,WI,0.02
Grant,WI,0.02
Manitowoc,WI,0.02
Washburn,WI,0.02
Waushara,WI,0.02
Wood,WI,0.02
Chippewa,WI,0.02
Rusk,WI,0.02
Menominee,WI,0.02
Buffalo,WI,0.02
Bayfield,WI,0.02
Burnett,WI,0.01
Langlade,WI,0.01
Richland,WI,0.01
Green Lake,WI,0.01
Vilas,WI,0.01
Crawford,WI,0.01
Marquette,WI,0.01
Trempealeau,WI,0.01
Pepin,WI,0.01
Douglas,WI,0.01
Marinette,WI,0.01
Oneida,WI,0.01
Iron,WI,0.01
Barron,WI,0.01
Kewaunee,WI,0.01
Oconto,WI,0.01
Ashland,WI,0.01
Monroe,WI,0.01
Price,WI,0.01
Adams,WI,0.01
Lincoln,WI,0.01
Forest,WI,0.01
Taylor,WI,0.01
Jackson,WI,0.01
Florence,WI,0.01
Lafayette,WI,0.01
Clark,WI,0
Shawano,WI,0
Jefferson,WV,0.05
Monongalia,WV,0.02
Berkeley,WV,0.02
Putnam,WV,0.02
Gilmer,WV,0.02
Cabell,WV,0.02
Ohio,WV,0.02
Kanawha,WV,0.01
Wood,WV,0.01
Monroe,WV,0.01
Mineral,WV,0.01
Morgan,WV,0.01
Greenbrier,WV,0.01
Ritchie,WV,0.01
Pocahontas,WV,0.01
Marion,WV,0.01
Preston,WV,0.01
Mason,WV,0.01
Raleigh,WV,0.01
Mercer,WV,0.01
Upshur,WV,0.01
Hardy,WV,0.01
Braxton,WV,0.01
Pendleton,WV,0.01
Tucker,WV,0.01
Grant,WV,0.01
Harrison,WV,0.01
Marshall,WV,0.01
Jackson,WV,0.01
Lewis,WV,0.01
Hancock,WV,0.01
Brooke,WV,0.01
Calhoun,WV,0.01
Hampshire,WV,0.01
Fayette,WV,0.01
Randolph,WV,0
Pleasants,WV,0
Roane,WV,0
Boone,WV,0
Mingo,WV,0
Taylor,WV,0
Wetzel,WV,0
Barbour,WV,0
Wayne,WV,0
Tyler,WV,0
Logan,WV,0
Wyoming,WV,0
Nicholas,WV,0
Summers,WV,0
Lincoln,WV,0
McDowell,WV,0
Doddridge,WV,0
Clay,WV,0
Webster,WV,0
Wirt,WV,0
Teton,WY,0.08
Laramie,WY,0.02
Albany,WY,0.02
Sweetwater,WY,0.02
Lincoln,WY,0.02
Sheridan,WY,0.02
Platte,WY,0.02
Crook,WY,0.01
Natrona,WY,0.01
Fremont,WY,0.01
Weston,WY,0.01
Uinta,WY,0.01
Campbell,WY,0.01
Big Horn,WY,0.01
Park,WY,0.01
Goshen,WY,0.01
Sublette,WY,0.01
Carbon,WY,0.01
Washakie,WY,0.01
Johnson,WY,0
Converse,WY,0
Hot Springs,WY,0
Niobrara,WY,0
